Gemeinde Schenklengsfeld|36277|Schenklengsfeld|Rathausstraße|2|hauptamt@schenklengsfeld.de|06071/2002-0|ID_OID_9003828_I
Gemeinde Schlangenbad|65388|Schlangenbad|Rheingauer Straße|23|meldeamt@schlangenbad.de|06063/5009-0|ID_OID_9000660_I
Gemeinde Schmitten|61389|Schmitten|Parkstraße|2|einwohnermeldeamt@schmitten.de|06161/809-0|ID_OID_9015338_I
Gemeinde Schöffengrund|35641|Schöffengrund|Neukirchener Straße|5|info@schoeffengrund.de|06163/708-0|ID_OID_9174758_I
Gemeinde Schöneck|61137|Schöneck|Herrnhofstraße|8|buergerbuero@schoeneck.de|06165/307-0|ID_OID_9003691_I
Gemeinde Schrecksbach|34637|Schrecksbach|Alsfelder Straße|14|gemeinde@schrecksbach.de|06062/64-0|ID_OID_9007758_I
Gemeinde Schwalmtal|36318|Schwalmtal|Alsfelder Straße|72|gewerbe@romrod.de|06164/9303-0|ID_OID_9002826_I
Gemeinde Selters (Taunus)|65618|Selters (Taunus)|Brunnenstraße|46|info@selters-taunus.de|06061/74-0|ID_OID_9001736_I
Gemeinde Siegbach|35768|Siegbach|Austraße|23|info@siegbach.de|06062/9199-0|ID_OID_9005543_I
Gemeinde Sinntal|36391|Sinntal|Am Rathaus|11|gemeinde.sinntal@sinntal.de|06164/508-0|ID_OID_9003667_I
Gemeinde Söhrewald|34320|Söhrewald|Schulstraße|8|info@soehrewald.de|06442/303-0|ID_OID_9007098_I
Gemeinde Steffenberg|35239|Steffenberg|Bauhofstraße|1|gemeindeverwaltung@steffenberg.de|02777/9133-0|ID_OID_9005822_I
Gemeinde Stockstadt am Rhein|64589|Stockstadt am Rhein|Rheinstraße|34-36|kontakt@stockstadt.de|06444/9231-0|ID_OID_9001064_I
Gemeinde Sulzbach (Taunus)|65843|Sulzbach (Taunus)|Hauptstraße|11|bis@sulzbach-taunus.de|06441/803-0|ID_OID_9008657_I
Gemeinde Trebur|65468|Trebur|Herrngasse|3|ordnungsamt@trebur.de|02771/896-0|ID_OID_9001082_I
Gemeinde Trebur|65468|Trebur|Herrngasse|3|gemeinde@trebur.de|02775/9542-0|ID_OID_9617616_I
Gemeinde Twistetal|34477|Twistetal|Hüfte|7|info@twistetal.de|02774/807-0|ID_OID_9004935_I
Gemeinde Villmar|65606|Villmar|Peter-Paul-Straße|30|gemeinde-villmar@t-online.de|06443/609-0|ID_OID_9001754_I
Gemeinde Vöhl|34516|Vöhl|Schlossstraße|1|sekretariat@voehl.de|02774/915-0|ID_OID_9004974_I
Gemeinde Wabern|34590|Wabern|Landgrafenstraße|9|sekretariat@gemeinde-wabern.de|02779/9124-0|ID_OID_9007710_I
Gemeinde Wald-Michelbach|69483|Wald-Michelbach|In der Gass|17|rathaus@gemeinde-wald-michelbach.de|06452/9131-0|ID_OID_9002220_I
Gemeinde Waldbrunn(Westerwald)|65620|Waldbrunn (Westerwald)|Hauser Kirchweg||Oliver.Wilhelm@waldbrunn.de|05691/801-0|ID_OID_9001772_I
Gemeinde Waldems|65529|Waldems|Schulgasse|2|Bgm@gemeinde-waldems.de|05621/701-0|ID_OID_9000774_I
Gemeinde Waldsolms|35647|Waldsolms|Lindenplatz|2|gemeinde@waldsolms.de|06451/7206-0|ID_OID_9161821_I
Gemeinde Walluf|65396|Walluf|Mühlstraße|40|graef@walluf.de|05633/9899-0|ID_OID_9000762_I
Gemeinde Wartenberg|36367|Wartenberg|Landenhäuser Straße|11|info@gemeinde-wartenberg.de|05694/9798-0|ID_OID_9002902_I
Gemeinde Wehretal|37287|Wehretal|Platz der Normandie|1|verwaltung@wehretal.de|02773/811-0|ID_OID_9007787_I
Gemeinde Wehrheim|61273|Wehrheim|Am Rathaus|2|gemeinde@wehrheim.de|02772/708-0|ID_OID_9002706_I
Gemeinde Wehrheim|61273|Wehrheim|Am Rathaus|2|info@wehrheim.de|06455/799-0|ID_OID_9462272_I
Gemeinde Weilmünster|35789|Weilmünster, Marktflecken|Rathausplatz|8|ordnungsamt@weilmuenster.de|06456/8122-0|ID_OID_9001808_I
Gemeinde Weilrod|61276|Weilrod|Am Senner|1|Rathaus@weilrod.de|06467/9120-0|ID_OID_9381230_I
Gemeinde Weimar (Lahn)|35096|Weimar (Lahn)|Alte Bahnhofstraße|31|info@weimar-lahn.info|06458/5095-0|ID_OID_9005834_I
Gemeinde Weinbach|35796|Weinbach|Elkerhäuser Straße|17|info@gemeinde-weinbach.de|05695/9799-0|ID_OID_9001826_I
Gemeinde Weißenborn|37299|Weißenborn|Kirchplatz|1|info@gemeinde-weissenborn.de|05635/9931-0|ID_OID_9007811_I
Gemeinde Wesertal|34399|Wesertal|Am Mühlbach|15|rathaus@gemeinde-wesertal.de|05693/687-0|ID_OID_373573619_I 
Gemeinde Wettenberg|35435|Wettenberg|Sorguesplatz|2|gemeinde@wettenberg.de|05632/401-0|ID_OID_9001412_I
Gemeinde Wildeck|36208|Wildeck|Eisenacher Straße|98|hans-joachim.loeffler@wildeck.de|06441/9644-0|ID_OID_9000161_I
Gemeinde Willingen (Upland)|34508|Willingen (Upland)|Waldecker Straße|12|post@gemeinde-willingen.de|06441/7006-0|ID_OID_9005028_I
Gemeinde Willingshausen|34628|Willingshausen|Am Rathaus|2|ordnungsamt@willingshausen.de|06446/9230-0|ID_OID_9007722_I
Gemeinde Wohratal|35288|Wohratal|Halsdorfer Straße|56|info@wohratal.de|06033/995-0|ID_OID_9005924_I
Gemeinde Wölfersheim|61200|Wölfersheim|Hauptstraße|60|rathaus@woelfersheim.de|06008/9120-0|ID_OID_9006056_I
Gemeinde Wöllstadt|61206|Wöllstadt|Paul-Hallmann-Straße|3|info@woellstadt.de|06031/88-1|ID_OID_9006032_I
Gemeindeverwaltung Breitenbach am Herzberg|36287|Breitenbach a. Herzberg|Machtloser Straße|5|sekretariat@breitenbach-am-herzberg.de|06035/9699-0|ID_OID_9181119_I
Gemeindeverwaltung Dornburg|65599|Dornburg|Rathaus, Frickhofen, Egenolfstraße|26|info@dornburg.de|06042/884-0|ID_OID_9001557_I
Gemeindeverwaltung Kefenrod|63699|Kefenrod|Hitzkirchener Straße|19|info@gemeinde-kefenrod.de|06101/602-0|ID_OID_9005344_I
Gemeindeverwaltung Kefenrod|63699|Kefenrod|Hitkirchener Str.|19|info@gemeinde-kefenrod.de|06032/343-0|ID_OID_9080577_I
Gemeindeverwaltung Ober-Mörlen|61239|Ober-Mörlen|Frankfurter Straße|31|rathaus@ober-moerlen.info|06047/8000-0|ID_OID_9592076_I
Gemeindeverwaltung Seeheim-Jugenheim|64342|Seeheim-Jugenheim|Schulstraße|12|buergerbuero@seeheim-jugenheim.de|06041/8268-0|ID_OID_9000992_I
Gemeindeverwaltung Sinn|35764|Sinn|Jordanstr.|2|info@gemeindesinn.de|06048/9611-0|ID_OID_9005531_I
Gemeindeverwaltung Sinn|35764|Sinn|Jordanstr.|2|ordnungsamt@gemeindesinn.de|06033/9603-0|ID_OID_9227908_I
Gemünden (Wohra), Stadt|35285|Gemünden (Wohra), Stadt|Marktstr.|10|melanie.hose@gemuenden-wohra.de|06039/481-0|ID_OID_9394270_I
Handwerkskammer Kassel|34117|Kassel, documenta-Stadt|Scheidemannplatz|2|info@hwk-kassel.de|06045/970-0|ID_OID_8992382_I
Handwerkskammer Rhein-Main|60325|Frankfurt am Main, St.|Bockenheimer Landstraße|21|service@hwk-rhein-main.de|06049/9606-10|ID_OID_8992340_I
Handwerkskammer Wiesbaden|65189|Wiesbaden, Landeshauptstadt|Bierstadter Straße|45|eah@hwk-wiesbaden.de|06043/8006-0|ID_OID_8992368_I
Hautverwaltung|34474|Diemelstadt, Stadt|Lange Straße|6|info@diemelstadt.de|06045/6008-0|ID_OID_9039585_I
Hessisches Ministerium für Wissenschaft und Kunst|65185|Wiesbaden, Landeshauptstadt|Rheinstr.|23|poststelle@hmwk.hessen.de|06473/9144-0|ID_OID_10073184_I
Hochtaunuskreis|61352|Bad Homburg v. d. Höhe, Stadt|Ludwig-Erhard-Anlage|1-5|buergerinfoservice@hochtaunuskreis.de|02772/9650-0|ID_OID_8999078_I
IHK Frankfurt am Main|60313|Frankfurt am Main, St.|Börsenplatz|4|info@frankfurt-main.ihk.de|06422/9295-0|ID_OID_9220827_I
IHK Fulda|36037|Fulda, Stadt|Heinrichstraße|8|info@fulda.ihk.de|06442/910-0|ID_OID_9221018_I
IHK Gießen-Friedberg|35390|Gießen, Universitätsstadt|Lonystraße|7|zentrale@giessen-friedberg.ihk.de|02772/5007-0|ID_OID_9228288_I
IHK Kassel|34117|Kassel, documenta-Stadt|Kurfürstenstraße|9|info@kassel.ihk.de|02778/9133-0|ID_OID_9228467_I
IHK Limburg|65549|Limburg a. d. Lahn, Kreisstadt|Walderdorffstraße|7|info@limburg.ihk.de|06465/68-0|ID_OID_9228486_I
IHK Offenbach|63067|Offenbach am Main, St.|Frankfurter Str.|90|service@offenbach.ihk.de|06464/9166-0|ID_OID_9228515_I
IHK Wiesbaden|65183|Wiesbaden, Landeshauptstadt|Wilhelmstr.|24-26|info@wiesbaden.ihk.de|02776/801-0|ID_OID_9228538_I
Ingenieurkammer Hessen|65189|Wiesbaden, Landeshauptstadt|Gustav-Stresemann-Ring|6|EA-Ingenieure@ingkh.de|06461/704-0|ID_OID_9141965_I
Kreis Bergstraße|64646|Heppenheim|Gräffstraße|5|ordnungsrecht@kreis-bergstrasse.de|06466/920-0|ID_OID_9530813_I
Kreis Offenbach - Der Kreisausschuss|63128|Dietzenbach, Kreisstadt|Werner-Hilpert-Straße|1|info@kreis-offenbach.de|06421/9850-0|ID_OID_9450290_I
Kreisausschuss des Odenwaldkreises|64711|Erbach, Kreisstadt|Michelstädter Straße|12|info@odenwaldkreis.de|06424/304-0|ID_OID_8999827_I
Kreisstadt Dietzenbach|63128|Dietzenbach, Kreisstadt|Europaplatz|1|eah@dietzenbach.de|06692/89-0|ID_OID_9561413_I
Kreisstadt Limburg a. d. Lahn|65549|Limburg a. d. Lahn, Kreisstadt|Werner-Senger-Straße|10|eapmeldung@stadt.limburg.de|06457/9122-0|ID_OID_9827581_I
Lahn-Dill-Kreis|35576|Wetzlar, Stadt|Karl-Kellner-Ring|51|info@lahn-dill-kreis.de|06462/2007-0|ID_OID_8999160_I
Landeshauptstadt Wiesbaden|65183|Wiesbaden, Landeshauptstadt|Schlossplatz|6|wirtschaft@wiesbaden.de|06420/8230-0|ID_OID_8999895_I
Landestierärztekammer Hessen|65527|Niedernhausen|Bahnhofstraße|13|kerstin.becker-schmidt@ltk-hessen.de|06422/808-0|ID_OID_9114143_I
Landgericht Darmstadt|64283|Darmstadt|Mathildenplatz|13 + 15|verwaltung@lg-darmstadt.justiz.hessen.de|06462/201-0|ID_OID_LG_DARMSTADT_I
Landgericht Fulda|36037|Fulda|Am Rosengarten|4|verwaltung@lg-fulda.justiz.hessen.de|06426/9283-0|ID_OID_LG_FULDA_I
Landgericht Giessen|35390|Gießen|Ostanlage|15|verwaltung@lg-giessen.justiz.hessen.de|06425/9239-0|ID_OID_LG_GIESSEN_I
Landgericht Hanau|63450|Hanau|Nußallee|17|verwaltung@lg-hanau.justiz.hessen.de|06464/9188-0|ID_OID_LG_HANAU_I
Landgericht Kassel|34117|Kassel|Frankfurter Straße|7|verwaltung@lg-kassel.justiz.hessen.de|06421/9740-0|ID_OID_LG_KASSEL_I
Landgericht Limburg|65549|Limburg a.d. Lahn|Schiede|14|verwaltung@lg-limburg.justiz.hessen.de|06423/82-0|ID_OID_LG_LIMBURG_I
Landgericht Marburg|35037|Marburg|Universitätsstraße|48|verwaltung@lg-marburg.justiz.hessen.de|06453/6454-0|ID_OID_LG_MARBURG_I
Landgericht Wiesbaden|65024|Wiesbaden|Mainzer Straße|124|verwaltung@lg-wiesbaden.justiz.hessen.de|06041/9617-0|ID_OID_LG_WIESBADEN_I
Landkreis Darmstadt-Dieburg|64289|Darmstadt, Wissenschaftsstadt|Jägertorstraße|207|kreisverwaltung@ladadi.de|06046/8000-0|ID_OID_8999811_I
Landkreis Fulda|36037|Fulda, Stadt|Wörthstraße|15|kommunalaufsicht@landkreis-fulda.de|06035/1001-0|ID_OID_8999244_I
Landkreis Gießen|35390|Gießen, Universitätsstadt|Riversplatz|1-9|info@lkgi.de|06003/822-0|ID_OID_8998880_I
Landkreis Groß-Gerau|64521|Groß-Gerau, Stadt|Wilhelm-Seipp-Straße|4|info@kreisgg.de|06034/9124-0|ID_OID_8999040_I
Landkreis Hersfeld-Rotenburg|36251|Bad Hersfeld, Kreisstadt|Friedloser Straße|12|gewerberecht@hef-rof.de|06033/9639-0|ID_OID_8999984_I
Landkreis Limburg-Weilburg|65549|Limburg a. d. Lahn, Kreisstadt|Schiede|43|service-buero@limburg-weilburg.de|06034/9131-0|ID_OID_9075638_I
Landkreis Marburg-Biedenkopf|35043|Marburg, Universitätsstadt|Im Lichtenholz|60|eah@marburg-biedenkopf.de|06036/9737-0|ID_OID_8999203_I
Landkreis Vogelsbergkreis|36341|Lauterbach (Hessen), Kreisstadt|Goldhelg|20|info@vogelsbergkreis.de|05665/9463-0|ID_OID_8999966_I
Magistrat der Stadt Hünfeld|36088|Hünfeld|Konrad-Adenauer-Platz|1|stadt@huenfeld.de|0561/92-0|ID_OID_9574522_I
Magistrat der Stadt Stadtallendorf|35260|Stadtallendorf, Stadt|Bahnhofstraße|2|magistrat@stadtallendorf.de|05674/702-0|ID_OID_9593211_I
Main-Kinzig-Kreis|63571|Gelnhausen, Barbarossastadt|Barbarossastraße|16-24|buergerportal@mkk.de|05609/628-0|ID_OID_8999120_I
Main-Taunus-Kreis|65719|Hofheim am Taunus, Kreisstadt|Am Kreishaus|1-5|waffenwesen@mtk.org|05673/9993-0|ID_OID_9008200_I
Marktgemeinde Burghaun|36151|Burghaun|Schloßstraße|15|buergerbuero@burghaun.de|05693/9898-0|ID_OID_9006284_I
Marktgemeinde Eiterfeld|36132|Eiterfeld|Fürstenecker Straße|2|marktgemeinde@eiterfeld.de|05672/9999-0|ID_OID_9006224_I
Marktgemeinde Haunetal|36166|Haunetal|Konrad-Zuse-Platz|6|marktgemeinde@haunetal.de|05624/997-0|ID_OID_9003487_I
Marktgemeinde Hilders|36115|Hilders|Kirchstraße|2-6|gemeinde@hilders.de|06672/9299-0|ID_OID_9006550_I
Oberzent, Stadt|64670|Oberzent, Stadt|Metzkeil|1|ordnungsamt@stadt-oberzent.de|06683/9601-0|ID_OID_OBERZENT_I
Patentanwaltskammer|80331|München|Tal|29|dpak@patentanwalt.de|06648/9303-0|ID_OID_9818735_I
Pfungstadt|64319|Pfungstadt|Kirchstraße|12-14|gewerbe@pfungstadt.de|06656/982-0|ID_OID_9046468_I
Physikalisch-Technische Bundesanstalt - Institut Berlin -|10587|Berlin, Stadt|Abbestraße|2-12|spielgeraete@ptb.de|06657/9633-0|ID_OID_9819220_I
Referat II B 6|53117|Bonn|Husarenstraße|32|InformationsstelleAuswandern@bva.bund.de|06652/9601-0|ID_OID_345436476_I
Regierungspräsidium Darmstadt|64283|Darmstadt, Wissenschaftsstadt|Luisenplatz|2|poststelle@rpda.hessen.de|0561/9818-0|ID_OID_8979124_I
Regierungspräsidium Gießen|35390|Gießen, Universitätsstadt|Landgraf-Philipp-Platz|1-7|rp-giessen@rpgi.hessen.de|05674/705-0|ID_OID_8981000_I
Regierungspräsidium Kassel|34117|Kassel, documenta-Stadt|Kurt-Schumacher-Straße|2|mail@rpks.hessen.de|06655/796-0|ID_OID_8979136_I
Rheingau-Taunus-Kreis|65307|Bad Schwalbach, Kreisstadt|Heimbacher Straße|7|waffenbehoerde@rheingau-taunus.de|06659/979-0|ID_OID_8999620_I
Schöfferstadt Gernsheim|64579|Gernsheim, Schöfferstadt|Stadthausplatz|1|stadtverwaltung@gernsheim.de|0661/390-0|ID_OID_9000388_I
Schwalm-Eder-Kreis|34576|Homberg (Efze), Kreisstadt|Parkstraße|6|info@schwalm-eder-kreis.de|06655/970-0|ID_OID_9000200_I
Stadt Allendorf|35469|Allendorf (Lumda), Stadt|Bahnhofstraße|14|info@allendorf-lda.de|06684/9605-0|ID_OID_9001120_I
Stadt Allendorf (Lumda)|35469|Allendorf (Lumda), Stadt|Bahnhofstraße|14|info@allendorf-lda.de|0661/6206-0|ID_OID_9053781_I
Stadt Alsfeld|36304|Alsfeld, Stadt|Markt|3|gewerbeamt@stadt.alsfeld.de|06650/9620-0|ID_OID_9001856_I
Stadt Amöneburg|35287|Amöneburg, Stadt|Am Markt|1|b.gruss@amoeneburg.de|06657/987-0|ID_OID_9005495_I
Stadt Aßlar|35614|Aßlar, Stadt|Mühlgrabenstraße|1|gewerbeamt@asslar.de|06681/9608-0|ID_OID_9004234_I
Stadt Babenhausen|64832|Babenhausen, Stadt|Marktplatz|2|renate.trippel@babenhausen.de|06655/9654-0|ID_OID_9000117_I
Stadt Bad Arolsen|34454|Bad Arolsen, Stadt|Große Allee|26|info@bad-arolsen.de|06654/17-0|ID_OID_9004586_I
Stadt Bad Camberg|65520|Bad Camberg, Stadt|Am Amthof|15|gewerbe@bad-camberg.de|06651/9601-0|ID_OID_9001503_I
Stadt Bad Hersfeld|36251|Bad Hersfeld, Kreisstadt|Weinstraße|16|GEWERBEAMT@bad-hersfeld.de|06682/9611-0|ID_OID_9003311_I
Stadt Bad Homburg v.d. Höhe|61348|Bad Homburg v. d. Höhe, Stadt|Rathausplatz|1|gewerbeangelegenheiten@bad-homburg.de|06658/9600-0|ID_OID_8999095_I
Stadt Bad Karlshafen|34385|Bad Karlshafen, Stadt|Hafenplatz|8|stadtverwaltung@bad-karlshafen.de|05606/5996-0|ID_OID_9006194_I
Stadt Bad König|64732|Bad König, Stadt|Schloßplatz|3|stadtverwaltung@badkoenig.de|05605/8008-0|ID_OID_9003859_I
Stadt Bad Nauheim|61231|Bad Nauheim, Stadt|Parkstraße|36-38|stadtverwaltung@bad-nauheim.de|05605/9441-20|ID_OID_9005212_I
Stadt Bad Orb|63619|Bad Orb, Stadt|Frankfurter Straße|2|buergerservice@bad-orb.de|05676/9898-10|ID_OID_9002838_I
Stadt Bad Soden am Taunus|65812|Bad Soden am Taunus, Stadt|Königsteiner Straße|73|info@bad-soden.de|0561/5202-0|ID_OID_9008300_I
Stadt Bad Soden-Salmünster|63628|Bad Soden-Salmünster, Stadt|Rathausstraße|1|m.gruetze@badsoden-salmuenster.de|05625/7909-0|ID_OID_9002884_I
Stadt Bad Vilbel|61118|Bad Vilbel, Stadt|Parkstraße|15|gewerbe@bad-vilbel.de|05673/503-0|ID_OID_9005200_I
Stadt Bad Wildungen|34537|Bad Wildungen, Stadt|Am Markt|1|ordnungsamt@bad-wildungen.de|05671/99900-0|ID_OID_9004604_I
Stadt Battenberg (Eder)|35088|Battenberg (Eder), Stadt|Hauptstraße|58|buergerbuero@battenberg-eder.de|05682/808-0|ID_OID_9052293_I
Stadt Baunatal|34225|Baunatal, Stadt|Marktplatz|14|ordnungsbehoerde@stadt-baunatal.de|05662/502-0|ID_OID_9006134_I
Stadt Bebra|36179|Bebra, Stadt|Rathausmarkt|1|ordnungsamt@bebra.de|05626/9993-0|ID_OID_9003366_I
Stadt Bensheim|64625|Bensheim, Stadt|Kirchbergstraße|18|info@bensheim.de|05622/988-8|ID_OID_9001950_I
Stadt Biedenkopf|35216|Biedenkopf, Stadt|Hainstraße|63|gewerbeamt@biedenkopf.de|05684/9999-0|ID_OID_9005616_I
Stadt Borken (Hessen)|34582|Borken (Hessen), Stadt|Am Rathaus|7|stadtverwaltung@borken-hessen.de|06696/9619-21|ID_OID_9006900_I
Stadt Braunfels|35619|Braunfels, Stadt|Hüttenweg|3|info@braunfels.de|05665/7909-0|ID_OID_9004198_I
Stadt Breuberg|64747|Breuberg, Stadt|Ernst-Ludwig-Straße|2-4|orth@breuberg.de|05544/9507-0|ID_OID_9087033_I
Stadt Bruchköbel|63486|Bruchköbel, Stadt|Hauptstraße|32|awaechtler@bruchkoebel.de|05675/7499-0|ID_OID_9003027_I
Stadt Büdingen|63654|Büdingen, Stadt|Eberhard-Bauner-Allee|16|info@stadt-buedingen.de|05692/602-0|ID_OID_9005188_I
Stadt Bürstadt|68642|Bürstadt, Stadt|Rathausstraße|2|online-service@buerstadt.de|0561/8292-0|ID_OID_9002010_I
Stadt Butzbach|35510|Butzbach, Stadt|Schlossplatz|1|magistrat@stadt-butzbach.de|05608/8-0|ID_OID_9005140_I
Stadt Dieburg|64807|Dieburg, Stadt|Markt|4|ordnungsamt@dieburg.de|05601/9325-0|ID_OID_9003846_I
Stadt Diemelstadt|34474|Diemelstadt, Stadt|Lange Straße|6|info@diemelstadt.de|05606/5191-0|ID_OID_9004726_I
Stadt Dillenburg|35683|Dillenburg, Stadt|Rathausstraße|7|stadt@dillenburg.de|05681/9957-0|ID_OID_9004246_I
Stadt Dreieich|63303|Dreieich, Stadt|Hauptstraße|45|gewerbeamt@dreieich.de|05665/9498-0|ID_OID_9007956_I
Stadt Eltville am Rhein|65343|Eltville am Rhein, Stadt|Gutenbergstraße|13|buergerservice@eltville.de|05681/994-0|ID_OID_9000298_I
Stadt Eppstein|65817|Eppstein, Stadt|Hauptstraße|99|buergerbuero@eppstein.de|06695/9601-0|ID_OID_9008360_I
Stadt Erbach|64711|Erbach, Kreisstadt|Neckarstraße|3|Rathaus@erbach.de|05661/5002-70|ID_OID_9003985_I
Stadt Eschborn|65760|Eschborn, Stadt|Rathausplatz|36|gewerbe@eschborn.de|05603/933-0|ID_OID_9008581_I
Stadt Eschwege|37269|Eschwege, Kreisstadt|Obermarkt|22|stadtverwaltung@eschwege-rathaus.de|05665/9499-0|ID_OID_9007469_I
Stadt Felsberg|34587|Felsberg, Stadt|Vernouillet-Allee|1|stadtverwaltung@felsberg.de|05664/9494-0|ID_OID_9006912_I
Stadt Flörsheim am Main|65439|Flörsheim am Main, Stadt|Bahnhofstraße|12|rathaus@floersheim-main.de|06694/808-0|ID_OID_9008712_I
Stadt Florstadt|61197|Florstadt, Stadt|Freiherr-vom-Stein-Straße|1|ordnungsbehoerde@florstadt.de|05661/708-0|ID_OID_9005176_I
Stadt Frankenau|35110|Frankenau, Stadt|Ehlingshäuser Straße|1|info@frankenau.de|05624/9993-0|ID_OID_9004798_I
Stadt Frankfurt|60326|Frankfurt am Main|Kleyerstraße|86|apf@stadt-frankfurt.de|06628/9208-0|ID_OID_8999883_I
Stadt Friedberg (Hessen)|61169|Friedberg (Hessen), Kreisstadt|Mainzer-Tor-Anlage|6|gewerbeabteilung@friedberg-hessen.de|06639/9609-0|ID_OID_9005164_I
Stadt Friedrichsdorf|61381|Friedrichsdorf, Stadt|Hugenottenstraße|55|gewerbeamt@friedrichsdorf.de|06693/80386-0|ID_OID_9001908_I
Stadt Fritzlar|34560|Fritzlar, Dom- und Kaiserstadt|Zwischen den Krämen|7|stadt@fritzlar.de|05657/9891-0|ID_OID_9006936_I
Stadt Fulda|36037|Fulda, Stadt|Schlossstraße|1|gewerbe@fulda.de|05651/304-0|ID_OID_8999300_I
Stadt Gedern|63688|Gedern, Stadt|Schlossberg|7|info@gedern.de|05604/9335-0|ID_OID_9005368_I
Stadt Gelnhausen|63571|Gelnhausen, Barbarossastadt|Obermarkt|7|gewerbeamt@gelnhausen.de|05654/9895-0|ID_OID_9003178_I
Stadt Gersfeld (Rhön)|36129|Gersfeld (Rhön), Stadt|Marktplatz|19|stadt@gersfeld.de|05602/807-0|ID_OID_9006586_I
Stadt Gladenbach|35075|Gladenbach, Stadt|Karl-Waldschmidt-Straße|3|magistrat@gladenbach.de|05651/7480-0|ID_OID_9005774_I
Stadt Grebenau|36323|Grebenau, Stadt|Amthof|2|gewerbe@romrod.de|05657/9896-0|ID_OID_9115486_I
Stadt Grebenstein|34393|Grebenstein, Stadt|Markt|1|rathaus@stadt-grebenstein.de|05504/41-9|ID_OID_9006356_I
Stadt Griesheim|64347|Griesheim, Stadt|Wilhelm-Leuschner-Straße|75|ordnungsamt@griesheim.de|05659/9797-0|ID_OID_9000503_I
Stadt Groß-Bieberau|64401|Groß-Bieberau, Stadt|Marktstraße|28-30|stadtverwaltung@gross-bieberau.de|05653/9777-0|ID_OID_9000551_I
Stadt Groß-Gerau|64521|Groß-Gerau, Stadt|Am Marktplatz|1|sicherheitundordnung@gross-gerau.de|05656/9897-0|ID_OID_9000581_I
Stadt Groß-Umstadt|64823|Groß-Umstadt, Stadt|Markt|1|ordnungsamt@gross-umstadt.de|05683/5009-0|ID_OID_9000684_I
Stadt Großalmerode|37247|Großalmerode, Stadt|Marktplatz|11|info@grossalmerode.de|06691/9630-0|ID_OID_9007493_I
Stadt Grünberg|35305|Grünberg, Stadt|Rabegasse|1|Gewerbe-Online@gruenberg.de|05686/9988-12|ID_OID_9001182_I
Stadt Gudensberg|34281|Gudensberg, Stadt|Kasseler Straße|2|s.iffert@stadt-gudensberg.de|05663/5090-0|ID_OID_9007276_I
Stadt Haiger|35708|Haiger, Stadt|Marktplatz|7|info@haiger.de|06698/9600-0|ID_OID_9004774_I
Stadt Hanau|63450|Hanau, Brüder-Grimm-Stadt, Stadt|Am Markt|14-18|EA-Hanau@hanau.de|06691/207-0|ID_OID_8999181_I
Stadt Hattersheim am Main|65795|Hattersheim am Main, Stadt|Rathausstraße|10|gewerbeamt@hattersheim.de|05651/9490-0|ID_OID_9008544_I
Stadt Hatzfeld (Eder)|35116|Hatzfeld (Eder), Stadt|Im Hain|1|buergerbuero@hatzfeld-eder.de|05659/30-2|ID_OID_9004881_I
Stadt Heppenheim|64646|Heppenheim (Bergstraße), Kreisstadt|Großer Markt|1|ordnung@stadt.heppenheim.de|05542/508-0|ID_OID_9002070_I
Stadt Herborn|35745|Herborn, Stadt|Hauptstraße|39|ordnungsamt@herborn.de|05631/53-0|ID_OID_9004786_I
Stadt Herbstein|36358|Herbstein, Stadt|Marktplatz|7|info@stadt-herbstein.de|06641/184-0|ID_OID_9002551_I
Stadt Heringen (Werra)|36266|Heringen (Werra), Stadt|Obere Goethestraße|17|stadt@heringen.de|06103/601-0|ID_OID_9062772_I
Stadt Hessisch Lichtenau|37235|Hessisch Lichtenau, Stadt|Landgrafenstraße|52|info@hessisch-lichtenau.de|06103/405-0|ID_OID_9007547_I
Stadt Heusenstamm|63150|Heusenstamm, Stadt|Im Herrngarten|1|ordnungsamt@heusenstamm.de|06104/607-0|ID_OID_9008010_I
Stadt Hirschhorn|69434|Hirschhorn (Neckar), Stadt|Hauptstraße|17|info@hirschhorn.de|06182/8900-0|ID_OID_9002106_I
Stadt Hochheim am Main|65239|Hochheim am Main, Stadt|Burgeffstraße|30|info@hochheim.de|06108/601-0|ID_OID_9008699_I
Stadt Hofgeismar|34369|Hofgeismar, Stadt|Markt|1|info@stadt-hofgeismar.de|06102/241-0|ID_OID_9006804_I
Stadt Hofheim am Taunus|65719|Hofheim am Taunus, Kreisstadt|Chinonplatz|2|FB2-Gewerbewesen@hofheim.de|06104/703-0|ID_OID_9008372_I
Stadt Homberg (Efze)|34576|Homberg (Efze), Kreisstadt|Rathausgasse|1|info@homberg-efze.de|06074/911-0|ID_OID_9007240_I
Stadt Homberg (Ohm)|35315|Homberg (Ohm), Stadt|Marktstraße|26|stadt@homberg.de|06106/693-0|ID_OID_9002587_I
Stadt Hungen|35410|Hungen, Stadt|Kaiserstraße|7|buergerbuero@hungen.de|06182/87-0|ID_OID_9001218_I
Stadt Idstein|65510|Idstein, Stadt|König-Adolf-Platz|2|info@idstein.de|06192/201-0|ID_OID_9000436_I
Stadt Immenhausen|34376|Immenhausen, Stadt|Marktplatz|1|anita.schmidt@immenhausen.de|06196/208-0|ID_OID_9006792_I
Stadt Karben|61184|Karben, Stadt|Rathausplatz|1|gewerbe@karben.de|06198/305-0|ID_OID_9005320_I
